incident_file,run_id,incident_id,status,fatal_status,retry_count,elapsed_sec,error
incident_008.json,incident_008,incident_008,FATAL_VALIDATION,,0,0.00,"ValidationError: 2 validation errors for IncidentTrigger
affected_nodes.0
  Input should be a valid string [type=string_type, input_value={'port_code': 'DEHAM', 'i..._type': 'CAPACITY_DROP'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
cargo_demand
  Input should be a valid integer [type=int_type, input_value={'disrupted_teu': 9000, '...', 'priority': 'MEDIUM'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/int_type"
incident_009.json,incident_009,incident_009,FATAL_VALIDATION,,0,0.00,"ValidationError: 2 validation errors for IncidentTrigger
affected_nodes.0
  Input should be a valid string [type=string_type, input_value={'port_code': 'BEANR', 'i..._type': 'TOTAL_CLOSURE'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
cargo_demand
  Input should be a valid integer [type=int_type, input_value={'disrupted_teu': 11500, ... 'priority': 'CRITICAL'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/int_type"
incident_010.json,incident_010,incident_010,FATAL_VALIDATION,,0,0.00,"ValidationError: 2 validation errors for IncidentTrigger
affected_nodes.0
  Input should be a valid string [type=string_type, input_value={'port_code': 'MYPKG', 'i..._type': 'CAPACITY_DROP'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
cargo_demand
  Input should be a valid integer [type=int_type, input_value={'disrupted_teu': 7500, '...RAL', 'priority': 'LOW'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/int_type"
incident_001.json,INC-2026-001-NLRTM-CONG,INC-2026-001-NLRTM-CONG,SUCCESS,,0,29.41,
incident_002.json,INC-2026-002-DEHAM-WEAT,INC-2026-002-DEHAM-WEAT,SUCCESS,,0,31.16,
incident_003.json,INC-2026-003-BEANR-EQUP,INC-2026-003-BEANR-EQUP,SUCCESS,,0,43.16,
incident_001.json,INC-2026-001-NLRTM-CONG,INC-2026-001-NLRTM-CONG,SUCCESS,,0,25.27,
incident_002.json,INC-2026-002-DEHAM-WEAT,INC-2026-002-DEHAM-WEAT,SUCCESS,,0,26.16,
incident_003.json,INC-2026-003-BEANR-EQUP,INC-2026-003-BEANR-EQUP,SUCCESS,,0,34.52,
incident_004.json,INC-2026-004-SGSIN-LABR,INC-2026-004-SGSIN-LABR,SUCCESS,,0,33.28,
incident_005.json,INC-2026-005-GBFXT-EQUP,INC-2026-005-GBFXT-EQUP,SUCCESS,,0,30.41,
incident_006.json,INC-2026-006-MYTPP-POWR,INC-2026-006-MYTPP-POWR,SUCCESS,,0,31.79,
incident_007.json,INC-2026-007-CNSHA-WEAT,INC-2026-007-CNSHA-WEAT,SUCCESS,,0,26.62,
incident_008.json,INC-2026-008-DEHAM-SHOR,INC-2026-008-DEHAM-SHOR,SUCCESS,,0,27.51,
incident_009.json,INC-2026-009-BEANR-LABR,INC-2026-009-BEANR-LABR,SUCCESS,,2,87.62,
incident_010.json,INC-2026-010-MYPKG-CONG,INC-2026-010-MYPKG-CONG,SUCCESS,,0,33.38,
incident_011.json,INC-2026-011-DEBRV-INFR,INC-2026-011-DEBRV-INFR,SUCCESS,,0,25.20,
incident_012.json,INC-2026-012-DEBRV-WEAT,INC-2026-012-DEBRV-WEAT,SUCCESS,,0,27.77,
incident_013.json,INC-2026-013-BEANR-LABO,INC-2026-013-BEANR-LABO,SUCCESS,,0,29.63,
incident_014.json,INC-2026-014-NLRTM-CONG,INC-2026-014-NLRTM-CONG,SUCCESS,,0,28.96,
incident_015.json,INC-2026-015-GBFXT-INFR,INC-2026-015-GBFXT-INFR,SUCCESS,,0,36.26,
incident_016.json,INC-2026-016-CNSHA-EQUI,INC-2026-016-CNSHA-EQUI,SUCCESS,,0,38.05,
incident_017.json,INC-2026-017-DEHAM-WEAT,INC-2026-017-DEHAM-WEAT,SUCCESS,,0,24.01,
incident_018.json,INC-2026-018-CNSHA-WEAT,INC-2026-018-CNSHA-WEAT,SUCCESS,,0,37.33,
incident_019.json,INC-2026-019-MYTPP-EQUI,INC-2026-019-MYTPP-EQUI,SUCCESS,,0,31.43,
incident_020.json,INC-2026-020-DEBRV-EQUI,INC-2026-020-DEBRV-EQUI,SUCCESS,,0,29.64,
incident_021.json,INC-2026-021-DEBRV-INFR,INC-2026-021-DEBRV-INFR,SUCCESS,,0,42.69,
incident_022.json,INC-2026-022-GBFXT-LABO,INC-2026-022-GBFXT-LABO,SUCCESS,,0,27.38,
incident_023.json,INC-2026-023-DEHAM-CONG,INC-2026-023-DEHAM-CONG,SUCCESS,,0,29.95,
incident_024.json,INC-2026-024-BEANR-LABO,INC-2026-024-BEANR-LABO,SUCCESS,,0,36.38,
incident_025.json,INC-2026-025-CNSHA-INFR,INC-2026-025-CNSHA-INFR,SUCCESS,,0,35.34,
incident_026.json,INC-2026-026-MYPKG-EQUI,INC-2026-026-MYPKG-EQUI,SUCCESS,,0,29.40,
incident_027.json,INC-2026-027-MYTPP-WEAT,INC-2026-027-MYTPP-WEAT,SUCCESS,,0,34.53,
incident_028.json,INC-2026-028-DEHAM-LABO,INC-2026-028-DEHAM-LABO,SUCCESS,,0,39.56,
incident_029.json,INC-2026-029-BEANR-EQUI,INC-2026-029-BEANR-EQUI,SUCCESS,,0,34.92,
incident_030.json,INC-2026-030-DEBRV-EQUI,INC-2026-030-DEBRV-EQUI,SUCCESS,,0,38.81,
incident_031.json,INC-2026-031-GBFXT-CONG,INC-2026-031-GBFXT-CONG,SUCCESS,,0,26.03,
incident_032.json,INC-2026-032-MYPKG-EQUI,INC-2026-032-MYPKG-EQUI,SUCCESS,,0,32.73,
incident_033.json,INC-2026-033-DEHAM-INFR,INC-2026-033-DEHAM-INFR,SUCCESS,,0,34.38,
incident_034.json,INC-2026-034-MYPKG-INFR,INC-2026-034-MYPKG-INFR,SUCCESS,,0,43.06,
incident_035.json,INC-2026-035-GBFXT-LABO,INC-2026-035-GBFXT-LABO,SUCCESS,,1,71.97,
incident_036.json,INC-2026-036-MYPKG-CONG,INC-2026-036-MYPKG-CONG,SUCCESS,,0,34.50,
incident_037.json,INC-2026-037-SGSIN-LABO,INC-2026-037-SGSIN-LABO,SUCCESS,,0,47.62,
incident_038.json,INC-2026-038-SGSIN-EQUI,INC-2026-038-SGSIN-EQUI,SUCCESS,,0,27.55,
incident_039.json,INC-2026-039-BEANR-WEAT,INC-2026-039-BEANR-WEAT,SUCCESS,,0,33.16,
incident_040.json,INC-2026-040-SGSIN-INFR,INC-2026-040-SGSIN-INFR,SUCCESS,,0,34.19,
incident_041.json,INC-2026-041-MYTPP-CONG,INC-2026-041-MYTPP-CONG,SUCCESS,,0,42.95,
incident_042.json,INC-2026-042-MYTPP-LABO,INC-2026-042-MYTPP-LABO,SUCCESS,,0,39.35,
incident_043.json,INC-2026-043-MYPKG-INFR,INC-2026-043-MYPKG-INFR,SUCCESS,,0,32.62,
incident_044.json,INC-2026-044-MYPKG-EQUI,INC-2026-044-MYPKG-EQUI,SUCCESS,,0,25.31,
incident_045.json,INC-2026-045-NLRTM-WEAT,INC-2026-045-NLRTM-WEAT,SUCCESS,,0,30.12,
incident_046.json,INC-2026-046-MYTPP-EQUI,INC-2026-046-MYTPP-EQUI,SUCCESS,,0,27.97,
incident_047.json,INC-2026-047-CNSHA-WEAT,INC-2026-047-CNSHA-WEAT,SUCCESS,,0,29.53,
incident_048.json,INC-2026-048-SGSIN-INFR,INC-2026-048-SGSIN-INFR,SUCCESS,,0,35.62,
incident_049.json,INC-2026-049-DEBRV-LABO,INC-2026-049-DEBRV-LABO,SUCCESS,,0,38.30,
incident_050.json,INC-2026-050-CNSHA-EQUI,INC-2026-050-CNSHA-EQUI,SUCCESS,,0,40.48,
